updated,A3,A4,A5
01:22:11,7.453,1.386,3.649
01:22:06,7.465,1.398,3.649
01:22:01,7.477,1.386,3.649
01:21:56,7.453,1.363,3.602
01:21:51,7.417,1.363,3.412
01:21:46,7.465,1.374,3.685
01:21:41,7.488,1.386,3.697
01:21:36,7.465,1.374,3.720
01:21:31,7.477,1.374,3.697
01:21:26,7.453,1.374,3.685
01:21:21,7.429,1.386,3.697
01:21:16,7.453,1.374,3.673
01:21:11,7.488,1.363,3.578
01:21:06,7.417,1.386,3.661
01:21:01,7.477,1.363,3.697
01:20:56,7.465,1.363,3.685
01:20:51,7.477,1.363,3.697
01:20:46,7.405,1.363,3.484
01:20:41,7.477,1.363,3.709
01:20:36,7.465,1.363,3.685
01:20:31,7.477,1.386,3.626
01:20:26,7.477,1.386,3.531
01:20:21,7.488,1.386,3.543
01:20:16,7.488,1.374,3.661
01:20:11,7.465,1.386,3.697
01:20:06,7.453,1.386,3.673
01:20:01,7.465,1.386,3.602
01:19:56,7.500,1.386,3.638
01:19:51,7.488,1.386,3.602
01:19:46,7.488,1.386,3.602
01:19:41,7.453,1.386,3.472
01:19:36,7.465,1.386,3.614
01:19:31,7.488,1.386,3.578
01:19:26,7.477,1.374,3.614
01:19:21,7.453,1.363,3.590
01:19:16,7.394,1.386,3.377
01:19:11,7.488,1.386,3.590
01:19:06,7.488,1.386,3.578
01:19:01,7.453,1.363,3.531
01:18:56,7.500,1.374,3.507
01:18:51,7.477,1.374,3.602
01:18:46,7.453,1.386,3.578
01:18:41,7.477,1.398,3.543
01:18:36,7.465,1.386,3.448
01:18:31,7.500,1.398,3.614
01:18:26,7.477,1.386,3.626
01:18:21,7.488,1.386,3.614
01:18:16,7.465,1.386,3.638
01:18:11,7.429,1.398,3.614
01:18:06,7.488,1.386,3.614
01:18:01,7.477,1.398,3.590
01:17:56,7.441,1.363,3.602
01:17:51,7.429,1.363,3.590
01:17:46,7.500,1.386,3.626
01:17:41,7.477,1.398,3.602
01:17:36,7.477,1.363,3.590
01:17:31,7.477,1.398,3.531
01:17:26,7.417,1.374,3.649
01:17:21,7.477,1.386,3.614
01:17:16,7.477,1.398,3.649
01:17:11,7.453,1.363,3.507
01:17:06,7.465,1.398,3.661
01:17:01,7.488,1.363,3.638
01:16:56,7.477,1.398,3.661
01:16:51,7.453,1.386,3.638
01:16:46,7.429,1.363,3.436
01:16:41,7.441,1.386,3.697
01:16:36,7.477,1.398,3.673
01:16:31,7.477,1.398,3.685
01:16:26,7.477,1.386,3.697
01:16:21,7.477,1.398,3.709
01:16:16,7.465,1.363,3.638
01:16:11,7.453,1.386,3.685
01:16:06,7.477,1.398,3.685
01:16:01,7.500,1.363,3.697
01:15:56,7.477,1.386,3.697
01:15:51,7.465,1.363,3.531
01:15:46,7.477,1.386,3.709
01:15:41,7.477,1.398,3.709
01:15:36,7.465,1.386,3.673
01:15:31,7.453,1.374,3.578
01:15:26,7.453,1.386,3.697
01:15:21,7.488,1.363,3.661
01:15:16,7.477,1.386,3.697
01:15:11,7.465,1.386,3.673
01:15:06,7.429,1.374,3.519
01:15:01,7.465,1.374,3.673
01:14:56,7.477,1.386,3.697
01:14:51,7.465,1.374,3.697
01:14:46,7.488,1.363,3.578
01:14:41,7.465,1.363,3.709
01:14:36,7.488,1.363,3.697
01:14:31,7.500,1.374,3.720
01:14:26,7.465,1.386,3.697
01:14:21,7.488,1.374,3.685
01:14:16,7.500,1.374,3.709
01:14:11,7.477,1.374,3.661
01:14:06,7.477,1.374,3.673
01:14:01,7.465,1.374,3.720
01:13:56,7.441,1.374,3.709
01:13:51,7.488,1.363,3.709
01:13:46,7.465,1.363,3.744
01:13:41,7.477,1.363,3.709
01:13:36,7.465,1.374,3.578
01:13:31,7.417,1.374,3.685
01:13:26,7.488,1.374,3.744
01:13:21,7.477,1.363,3.732
01:13:16,7.465,1.363,3.768
01:13:11,7.477,1.374,3.732
01:13:06,7.477,1.374,3.803
01:13:01,7.465,1.351,3.768
01:12:56,7.465,1.363,3.780
01:12:51,7.465,1.339,3.815
01:12:46,7.477,1.363,3.803
01:12:41,7.477,1.363,3.780
01:12:36,7.477,1.363,3.744
01:12:31,7.465,1.374,3.709
01:12:26,7.465,1.363,3.780
01:12:21,7.500,1.363,3.732
01:12:16,7.477,1.374,3.697
01:12:11,7.465,1.363,3.720
01:12:06,7.453,1.374,3.732
01:12:01,7.477,1.386,3.720
01:11:56,7.488,1.363,3.732
01:11:51,7.488,1.363,3.673
01:11:46,7.465,1.363,3.720
01:11:41,7.453,1.374,3.685
01:11:36,7.429,1.374,3.578
01:11:31,7.465,1.386,3.756
01:11:26,7.488,1.374,3.768
01:11:21,7.465,1.374,3.732
01:11:16,7.429,1.374,3.661
01:11:11,7.453,1.374,3.792
01:11:06,7.465,1.363,3.815
01:11:01,7.465,1.339,3.851
01:10:56,7.453,1.374,3.851
01:10:51,7.417,1.363,3.815
01:10:46,7.465,1.363,3.827
01:10:41,7.465,1.374,3.803
01:10:36,7.453,1.363,3.780
01:10:31,7.453,1.363,3.602
01:10:26,7.477,1.374,3.720
01:10:21,7.465,1.374,3.792
01:10:16,7.465,1.351,3.792
01:10:11,7.488,1.374,3.756
01:10:06,7.477,1.363,3.910
01:10:01,7.453,1.339,3.839
01:09:56,7.477,1.351,3.875
01:09:51,7.465,1.363,3.839
01:09:46,7.465,1.363,3.626
01:09:41,7.477,1.363,3.815
01:09:36,7.477,1.363,3.792
01:09:31,7.477,1.351,3.744
01:09:26,7.453,1.374,3.744
01:09:21,7.477,1.363,3.768
01:09:16,7.488,1.374,3.827
01:09:11,7.477,1.374,3.803
01:09:06,7.441,1.363,3.756
01:09:01,7.477,1.339,3.815
01:08:56,7.453,1.374,3.839
01:08:51,7.465,1.363,3.792
01:08:46,7.465,1.374,3.709
01:08:41,7.453,1.363,3.780
01:08:36,7.465,1.363,3.803
01:08:31,7.477,1.363,3.803
01:08:26,7.465,1.374,3.756
01:08:21,7.488,1.363,3.768
01:08:16,7.477,1.363,3.768
01:08:11,7.477,1.363,3.744
01:08:06,7.488,1.363,3.780
01:08:01,7.477,1.374,3.685
01:07:56,7.488,1.374,3.827
01:07:51,7.477,1.363,3.815
01:07:46,7.488,1.351,3.851
01:07:41,7.465,1.351,3.827
01:07:36,7.477,1.363,3.649
01:07:31,7.488,1.351,3.803
01:07:26,7.477,1.351,3.792
01:07:21,7.477,1.363,3.839
01:07:16,7.465,1.351,3.886
01:07:11,7.500,1.339,3.875
01:07:06,7.465,1.351,3.863
01:07:01,7.465,1.339,3.803
01:06:56,7.453,1.339,3.827
01:06:51,7.488,1.351,3.815
01:06:46,7.500,1.351,3.863
01:06:41,7.512,1.363,3.863
01:06:36,7.453,1.351,3.863
01:06:31,7.417,1.339,3.886
01:06:26,7.488,1.339,3.886
01:06:21,7.500,1.339,3.934
01:06:16,7.453,1.339,3.863
01:06:11,7.465,1.327,3.768
01:06:06,7.465,1.327,3.934
01:06:01,7.477,1.351,3.922
01:05:56,7.429,1.351,3.910
01:05:51,7.453,1.351,3.875
01:05:46,7.477,1.351,3.875
01:05:41,7.477,1.351,3.851
01:05:36,7.477,1.339,3.922
01:05:31,7.465,1.339,3.946
01:05:26,7.477,1.327,3.969
01:05:21,7.500,1.315,3.957
01:05:16,7.465,1.327,3.886
01:05:11,7.500,1.315,3.993
01:05:06,7.500,1.315,4.040
01:05:01,7.465,1.327,4.040
01:04:56,7.488,1.327,4.064
01:04:51,7.453,1.292,4.040
01:04:46,7.477,1.292,4.029
01:04:41,7.488,1.315,4.040
01:04:36,7.488,1.327,3.981
01:04:31,7.477,1.292,4.029
01:04:26,7.477,1.327,4.005
01:04:21,7.488,1.315,3.981
01:04:16,7.500,1.327,3.981
01:04:11,7.477,1.339,3.993
01:04:06,7.477,1.339,3.934
01:04:01,7.477,1.327,3.946
01:03:56,7.500,1.327,3.993
01:03:51,7.488,1.315,4.017
01:03:46,7.488,1.315,4.017
01:03:41,7.512,1.327,3.993
01:03:36,7.465,1.315,4.040
01:03:31,7.488,1.315,4.017
01:03:26,7.488,1.315,4.029
01:03:21,7.488,1.315,4.005
01:03:16,7.465,1.303,4.017
01:03:11,7.465,1.315,3.981
01:03:06,7.488,1.315,3.993
01:03:01,7.500,1.315,3.981
01:02:56,7.500,1.315,3.969
01:02:51,7.500,1.327,3.969
01:02:46,7.477,1.327,3.922
01:02:41,7.429,1.327,3.744
01:02:36,7.465,1.339,3.922
01:02:31,7.500,1.351,3.922
01:02:26,7.488,1.339,3.851
01:02:21,7.417,1.351,3.673
01:02:16,7.465,1.351,3.910
01:02:11,7.500,1.351,3.851
01:02:06,7.488,1.351,3.839
01:02:01,7.488,1.363,3.875
01:01:56,7.465,1.351,3.863
01:01:51,7.465,1.351,3.886
01:01:46,7.488,1.339,3.898
01:01:41,7.477,1.351,3.898
01:01:36,7.488,1.327,3.875
01:01:31,7.441,1.339,3.886
01:01:26,7.465,1.327,3.768
01:01:21,7.477,1.327,3.910
01:01:16,7.477,1.327,3.910
01:01:11,7.441,1.327,3.685
01:01:06,7.477,1.351,3.851
01:01:01,7.488,1.351,3.851
01:00:56,7.488,1.351,3.886
01:00:51,7.477,1.327,3.886
01:00:46,7.477,1.327,3.863
01:00:41,7.465,1.351,3.886
01:00:36,7.465,1.339,3.934
01:00:31,7.488,1.339,3.910
01:00:26,7.559,1.327,3.780
01:00:21,7.488,1.327,3.946
01:00:16,7.477,1.339,3.910
01:00:11,7.465,1.327,3.886
01:00:06,7.465,1.327,3.886
01:00:01,7.441,1.339,3.697
00:59:56,7.477,1.351,3.898
00:59:51,7.465,1.351,3.815
00:59:46,7.453,1.363,3.780
00:59:41,7.488,1.351,3.661
00:59:36,7.477,1.351,3.851
00:59:31,7.500,1.363,3.875
00:59:26,7.477,1.351,3.875
00:59:21,7.441,1.351,3.720
00:59:16,7.429,1.351,3.875
00:59:11,7.512,1.363,3.898
00:59:06,7.465,1.351,3.910
00:59:01,7.477,1.351,3.886
00:58:56,7.453,1.339,3.910
00:58:51,7.465,1.351,3.851
00:58:46,7.512,1.374,3.922
00:58:41,7.488,1.374,3.851
00:58:36,7.453,1.363,3.744
00:58:31,7.465,1.363,3.768
00:58:26,7.465,1.351,3.756
00:58:21,7.500,1.363,3.780
00:58:16,7.477,1.351,3.720
00:58:11,7.477,1.363,3.863
00:58:06,7.477,1.351,3.839
00:58:01,7.488,1.339,3.886
00:57:56,7.477,1.339,3.946
00:57:51,7.488,1.339,3.957
00:57:46,7.488,1.339,3.969
00:57:41,7.453,1.327,3.922
00:57:36,7.441,1.315,3.957
00:57:31,7.477,1.339,3.981
00:57:26,7.500,1.339,3.946
00:57:21,7.453,1.339,3.886
00:57:16,7.477,1.327,3.768
00:57:11,7.477,1.339,3.934
00:57:06,7.477,1.339,3.934
00:57:01,7.488,1.339,3.922
00:56:56,7.488,1.339,3.863
00:56:51,7.477,1.327,4.005
00:56:46,7.512,1.315,3.981
00:56:41,7.488,1.315,3.957
00:56:36,7.500,1.315,3.922
00:56:31,7.477,1.315,3.697
00:56:26,7.453,1.315,4.005
00:56:21,7.488,1.315,4.005
00:56:16,7.488,1.327,4.017
00:56:11,7.453,1.315,3.827
00:56:06,7.477,1.315,4.005
00:56:01,7.465,1.327,3.969
00:55:56,7.465,1.315,4.029
00:55:51,7.477,1.327,3.922
00:55:46,7.453,1.327,3.673
00:55:41,7.488,1.315,3.969
00:55:36,7.477,1.315,4.017
00:55:31,7.477,1.303,3.993
00:55:26,7.488,1.315,4.052
00:55:21,7.488,1.315,4.088
00:55:16,7.500,1.303,4.017
00:55:11,7.477,1.303,4.052
00:55:06,7.417,1.292,4.100
00:55:01,7.500,1.292,4.135
00:54:56,7.500,1.292,4.111
00:54:51,7.536,1.280,4.123
00:54:46,7.500,1.280,4.040
00:54:41,7.429,1.268,3.827
00:54:36,7.477,1.280,4.183
00:54:31,7.488,1.280,4.111
00:54:26,7.488,1.292,4.076
00:54:21,7.453,1.303,3.875
00:54:16,7.488,1.303,4.029
00:54:11,7.500,1.303,4.029
00:54:06,7.500,1.303,4.029
00:54:01,7.488,1.292,3.934
00:53:56,7.488,1.315,4.005
00:53:51,7.477,1.315,3.993
00:53:46,7.477,1.315,3.981
00:53:41,7.477,1.327,3.922
00:53:36,7.429,1.327,3.768
00:53:31,7.477,1.327,3.981
00:53:26,7.465,1.315,3.981
00:53:21,7.500,1.315,4.005
00:53:16,7.477,1.315,3.886
00:53:11,7.488,1.315,4.029
00:53:06,7.477,1.315,4.052
00:53:01,7.465,1.315,4.029
00:52:56,7.453,1.303,4.052
00:52:51,7.453,1.280,3.839
00:52:46,7.512,1.315,4.029
00:52:41,7.465,1.315,4.052
00:52:36,7.477,1.303,3.981
00:52:31,7.488,1.327,4.017
00:52:26,7.500,1.315,4.017
00:52:21,7.465,1.315,4.005
00:52:16,7.477,1.315,4.040
00:52:11,7.477,1.292,3.957
00:52:06,7.500,1.303,4.123
00:52:01,7.477,1.280,4.218
00:51:56,7.512,1.256,4.266
00:51:51,7.477,1.232,4.277
00:51:46,7.477,1.232,4.313
00:51:41,7.488,1.220,4.408
00:51:36,7.488,1.220,4.384
00:51:31,7.477,1.220,4.313
00:51:26,7.488,1.244,4.159
00:51:21,7.488,1.244,4.313
00:51:16,7.488,1.256,4.254
00:51:11,7.500,1.268,4.230
00:51:06,7.477,1.280,4.266
00:51:01,7.488,1.244,4.159
00:50:56,7.465,1.268,4.254
00:50:51,7.500,1.268,4.254
00:50:46,7.512,1.256,4.206
00:50:41,7.512,1.268,4.218
00:50:36,7.512,1.268,4.218
00:50:31,7.477,1.280,4.135
00:50:26,7.500,1.292,4.171
00:50:21,7.512,1.292,4.135
00:50:16,7.488,1.315,4.088
00:50:11,7.465,1.303,4.064
00:50:06,7.488,1.303,3.934
00:50:01,7.500,1.292,3.910
00:49:56,7.477,1.292,4.088
00:49:51,7.488,1.303,4.100
00:49:46,7.465,1.280,4.147
00:49:41,7.465,1.292,4.029
00:49:36,7.465,1.268,4.135
00:49:31,7.477,1.292,4.111
00:49:26,7.488,1.303,4.147
00:49:21,7.500,1.303,4.076
00:49:16,7.417,1.303,3.709
00:49:11,7.477,1.303,4.100
00:49:06,7.488,1.303,4.111
00:49:01,7.512,1.303,4.147
00:48:56,7.465,1.292,3.946
00:48:51,7.488,1.268,4.171
00:48:46,7.477,1.280,4.194
00:48:41,7.477,1.280,4.076
00:48:36,7.512,1.292,3.946
00:48:31,7.500,1.268,4.171
00:48:26,7.512,1.292,4.123
00:48:21,7.477,1.292,4.088
00:48:16,7.500,1.303,3.898
00:48:11,7.488,1.315,4.088
00:48:06,7.512,1.303,4.147
00:48:01,7.465,1.303,4.111
00:47:56,7.465,1.268,3.993
00:47:51,7.465,1.244,3.863
00:47:46,7.512,1.268,4.266
00:47:41,7.477,1.244,4.266
00:47:36,7.500,1.268,4.218
00:47:31,7.477,1.280,3.922
00:47:26,7.500,1.280,4.206
00:47:21,7.488,1.268,4.194
00:47:16,7.488,1.280,4.123
00:47:11,7.441,1.280,3.993
00:47:06,7.500,1.280,4.183
00:47:01,7.512,1.292,4.206
00:46:56,7.512,1.280,4.135
00:46:51,7.488,1.280,4.183
00:46:46,7.429,1.268,4.194
00:46:41,7.477,1.280,4.194
00:46:36,7.488,1.268,4.183
00:46:31,7.500,1.280,4.135
00:46:26,7.477,1.280,4.159
00:46:21,7.500,1.303,4.135
00:46:16,7.488,1.303,4.123
00:46:11,7.512,1.303,4.111
00:46:06,7.500,1.303,4.159
00:46:01,7.512,1.292,4.218
00:45:56,7.500,1.280,4.159
00:45:51,7.477,1.292,4.159
00:45:46,7.488,1.292,4.088
00:45:41,7.477,1.280,3.898
00:45:36,7.512,1.268,4.242
00:45:31,7.500,1.280,4.183
00:45:26,7.488,1.244,4.183
00:45:21,7.441,1.280,4.194
00:45:16,7.488,1.268,4.206
00:45:11,7.512,1.268,4.218
00:45:06,7.465,1.280,4.183
00:45:01,7.465,1.280,4.017
00:44:56,7.500,1.268,4.183
00:44:51,7.477,1.280,4.147
00:44:46,7.441,1.280,4.100
00:44:41,7.500,1.256,4.242
00:44:36,7.488,1.256,4.230
00:44:31,7.488,1.268,4.230
00:44:26,7.500,1.244,4.194
00:44:21,7.500,1.209,4.052
00:44:16,7.512,1.173,4.455
00:44:11,7.500,1.197,4.455
00:44:06,7.477,1.197,4.455
00:44:01,7.488,1.197,4.396
00:43:56,7.512,1.220,4.384
00:43:51,7.477,1.232,4.360
00:43:46,7.488,1.220,4.384
00:43:41,7.465,1.220,4.230
00:43:36,7.488,1.232,4.337
00:43:31,7.488,1.220,4.360
00:43:26,7.500,1.220,4.360
00:43:21,7.477,1.220,4.301
00:43:16,7.488,1.220,4.348
00:43:11,7.500,1.232,4.348
00:43:06,7.512,1.244,4.372
00:43:01,7.477,1.232,4.194
00:42:56,7.488,1.244,4.266
00:42:51,7.477,1.244,4.325
00:42:46,7.500,1.256,4.325
00:42:41,7.512,1.256,4.277
00:42:36,7.465,1.256,4.313
00:42:31,7.465,1.256,4.301
00:42:26,7.488,1.244,4.313
00:42:21,7.488,1.268,4.277
00:42:16,7.488,1.256,4.277
00:42:11,7.500,1.268,4.266
00:42:06,7.477,1.256,4.313
00:42:01,7.488,1.244,4.325
00:41:56,7.500,1.244,4.325
00:41:51,7.488,1.244,4.313
00:41:46,7.500,1.256,4.337
00:41:41,7.488,1.209,4.372
00:41:36,7.477,1.232,4.396
00:41:31,7.512,1.220,4.455
00:41:26,7.488,1.232,4.384
00:41:21,7.500,1.232,4.348
00:41:16,7.488,1.244,4.360
00:41:11,7.477,1.244,4.254
00:41:06,7.500,1.244,4.337
00:41:01,7.500,1.256,4.313
00:40:56,7.512,1.280,4.277
00:40:51,7.465,1.232,4.206
00:40:46,7.465,1.256,4.313
00:40:41,7.512,1.256,4.337
00:40:36,7.512,1.244,4.337
00:40:31,7.500,1.256,4.266
00:40:26,7.477,1.232,4.230
00:40:21,7.500,1.209,4.443
00:40:16,7.500,1.209,4.479
00:40:11,7.477,1.209,4.503
00:40:06,7.488,1.197,4.384
00:40:01,7.477,1.197,4.455
00:39:56,7.512,1.209,4.479
00:39:51,7.500,1.232,4.443
00:39:46,7.500,1.220,4.443
00:39:41,7.465,1.197,4.384
00:39:36,7.488,1.197,4.372
00:39:31,7.477,1.232,4.348
00:39:26,7.500,1.232,4.431
00:39:21,7.512,1.220,4.337
00:39:16,7.453,1.209,4.479
00:39:11,7.488,1.197,4.455
00:39:06,7.512,1.220,4.396
00:39:01,7.488,1.209,4.408
00:38:56,7.453,1.232,4.408
00:38:51,7.488,1.220,4.372
00:38:46,7.465,1.209,4.408
00:38:41,7.465,1.197,4.455
00:38:36,7.571,1.209,4.431
00:38:31,7.512,1.209,4.526
00:38:26,7.488,1.209,4.467
00:38:21,7.465,1.197,4.479
00:38:16,7.477,1.197,4.479
00:38:11,7.465,1.185,4.218
00:38:06,7.500,1.149,4.585
00:38:01,7.488,1.161,4.562
00:37:56,7.488,1.161,4.597
00:37:51,7.500,1.161,4.408
00:37:46,7.488,1.161,4.621
00:37:41,7.488,1.149,4.585
00:37:36,7.488,1.149,4.574
00:37:31,7.488,1.161,4.408
00:37:26,7.465,1.173,4.526
00:37:21,7.465,1.173,4.550
00:37:16,7.500,1.197,4.491
00:37:11,7.477,1.209,4.420
00:37:06,7.488,1.209,4.467
00:37:01,7.512,1.209,4.420
00:36:56,7.512,1.209,4.455
00:36:51,7.488,1.185,4.408
00:36:46,7.465,1.209,4.266
00:36:41,7.465,1.220,3.969
00:36:36,7.488,1.220,4.384
00:36:31,7.500,1.232,4.337
00:36:26,7.465,1.220,4.348
00:36:21,7.524,1.232,4.348
00:36:16,7.512,1.244,4.313
00:36:11,7.512,1.232,4.384
00:36:06,7.488,1.209,4.443
00:36:01,7.500,1.197,4.420
00:35:56,7.477,1.197,4.384
00:35:51,7.488,1.232,4.396
00:35:46,7.488,1.232,4.408
00:35:41,7.500,1.209,4.467
00:35:36,7.477,1.173,4.526
00:35:31,7.500,1.149,4.692
00:35:26,7.512,1.137,4.668
00:35:21,7.512,1.137,4.680
00:35:16,7.536,1.149,4.633
00:35:11,7.488,1.149,4.668
00:35:06,7.500,1.161,4.609
00:35:01,7.488,1.149,4.420
00:34:56,7.500,1.173,4.384
00:34:51,7.524,1.185,4.550
00:34:46,7.524,1.209,4.491
00:34:41,7.500,1.220,4.384
00:34:36,7.429,1.220,4.408
00:34:31,7.500,1.220,4.408
00:34:26,7.512,1.220,4.420
00:34:21,7.512,1.209,4.396
00:34:16,7.488,1.209,4.443
00:34:11,7.512,1.197,4.408
00:34:06,7.477,1.220,4.348
00:34:01,7.488,1.220,4.420
00:33:56,7.500,1.197,4.360
00:33:51,7.441,1.209,4.479
00:33:46,7.488,1.173,4.526
00:33:41,7.500,1.149,4.657
00:33:36,7.512,1.149,4.609
00:33:31,7.500,1.161,4.491
00:33:26,7.500,1.161,4.645
00:33:21,7.488,1.149,4.609
00:33:16,7.488,1.161,4.574
00:33:11,7.488,1.185,4.562
00:33:06,7.512,1.173,4.550
00:33:01,7.488,1.185,4.550
00:32:56,7.477,1.149,4.562
00:32:51,7.488,1.173,4.538
00:32:46,7.477,1.185,4.538
00:32:41,7.512,1.173,4.538
00:32:36,7.512,1.197,4.467
00:32:31,7.488,1.197,4.455
00:32:26,7.453,1.173,4.431
00:32:21,7.524,1.161,4.574
00:32:16,7.488,1.185,4.621
00:32:11,7.488,1.173,4.562
00:32:06,7.465,1.185,4.254
00:32:01,7.465,1.185,4.479
00:31:56,7.477,1.185,4.514
00:31:51,7.500,1.197,4.503
00:31:46,7.500,1.173,4.348
00:31:41,7.488,1.173,4.254
00:31:36,7.488,1.209,4.431
00:31:31,7.488,1.209,4.431
00:31:26,7.488,1.197,4.384
00:31:21,7.524,1.209,4.254
00:31:16,7.512,1.209,4.479
00:31:11,7.500,1.197,4.431
00:31:06,7.500,1.197,4.431
00:31:01,7.512,1.209,4.313
00:30:56,7.477,1.209,4.467
00:30:51,7.500,1.173,4.538
00:30:46,7.488,1.173,4.550
00:30:41,7.477,1.173,4.443
00:30:36,7.524,1.173,4.562
00:30:31,7.500,1.173,4.621
00:30:26,7.500,1.161,4.621
00:30:21,7.477,1.173,4.585
00:30:16,7.512,1.173,4.574
00:30:11,7.512,1.185,4.526
00:30:06,7.465,1.185,4.348
00:30:01,7.488,1.185,4.183
00:29:56,7.477,1.185,4.562
00:29:51,7.500,1.185,4.514
00:29:46,7.488,1.209,4.479
00:29:41,7.500,1.209,4.455
00:29:36,7.500,1.220,4.384
00:29:31,7.488,1.220,4.420
00:29:26,7.524,1.197,4.372
00:29:21,7.500,1.209,4.325
00:29:16,7.524,1.197,4.479
00:29:11,7.500,1.220,4.408
00:29:06,7.441,1.220,4.052
00:29:01,7.477,1.244,4.301
00:28:56,7.512,1.244,4.289
00:28:51,7.524,1.244,4.301
00:28:46,7.512,1.220,4.443
00:28:41,7.500,1.209,4.420
00:28:36,7.488,1.197,4.479
00:28:31,7.524,1.185,4.526
00:28:26,7.512,1.173,4.455
00:28:21,7.453,1.185,4.467
00:28:16,7.477,1.173,4.491
00:28:11,7.477,1.185,4.479
00:28:06,7.524,1.220,4.538
00:28:01,7.512,1.197,4.443
00:27:56,7.512,1.209,4.420
00:27:51,7.500,1.209,4.455
00:27:46,7.477,1.209,4.431
00:27:41,7.512,1.197,4.431
00:27:36,7.500,1.173,4.503
00:27:31,7.524,1.197,4.479
00:27:26,7.477,1.185,4.526
00:27:21,7.488,1.173,4.538
00:27:16,7.500,1.173,4.585
00:27:11,7.500,1.197,4.526
00:27:06,7.512,1.185,4.514
00:27:01,7.500,1.149,4.550
00:26:56,7.524,1.149,4.550
00:26:51,7.524,1.149,4.550
00:26:46,7.500,1.173,4.597
00:26:41,7.500,1.173,4.597
00:26:36,7.500,1.161,4.574
00:26:31,7.512,1.149,4.645
00:26:26,7.488,1.137,4.728
00:26:21,7.500,1.137,4.692
00:26:16,7.500,1.126,4.775
00:26:11,7.477,1.126,4.704
00:26:06,7.500,1.126,4.597
00:26:01,7.477,1.126,4.455
00:25:56,7.524,1.149,4.728
00:25:51,7.524,1.102,4.751
00:25:46,7.488,1.102,4.751
00:25:41,7.417,1.114,4.834
00:25:36,7.500,1.114,4.811
00:25:31,7.512,1.114,4.811
00:25:26,7.477,1.102,4.763
00:25:21,7.500,1.114,4.751
00:25:16,7.500,1.149,4.680
00:25:11,7.500,1.161,4.657
00:25:06,7.524,1.149,4.633
00:25:01,7.512,1.149,4.479
00:24:56,7.524,1.137,4.763
00:24:51,7.500,1.126,4.751
00:24:46,7.500,1.126,4.763
00:24:41,7.524,1.137,4.645
00:24:36,7.453,1.137,4.657
00:24:31,7.477,1.161,4.657
00:24:26,7.477,1.185,4.609
00:24:21,7.500,1.185,4.550
00:24:16,7.512,1.185,4.562
00:24:11,7.488,1.185,4.597
00:24:06,7.512,1.173,4.621
00:24:01,7.488,1.161,4.645
00:23:56,7.488,1.149,4.538
00:23:51,7.524,1.126,4.692
00:23:46,7.477,1.126,4.728
00:23:41,7.500,1.126,4.728
00:23:36,7.477,1.126,4.621
00:23:31,7.512,1.126,4.384
00:23:26,7.500,1.137,4.704
00:23:21,7.500,1.137,4.739
00:23:16,7.500,1.126,4.704
00:23:11,7.488,1.114,4.799
00:23:06,7.488,1.114,4.858
00:23:01,7.524,1.114,4.811
00:22:56,7.512,1.126,4.763
00:22:51,7.465,1.126,4.763
00:22:46,7.488,1.126,4.716
00:22:41,7.512,1.137,4.739
00:22:36,7.488,1.137,4.657
00:22:31,7.500,1.137,4.692
00:22:26,7.512,1.137,4.668
00:22:21,7.512,1.161,4.609
00:22:16,7.500,1.173,4.585
00:22:11,7.465,1.185,4.408
00:22:06,7.512,1.173,4.597
00:22:01,7.488,1.161,4.657
00:21:56,7.488,1.149,4.621
00:21:51,7.512,1.149,4.550
00:21:46,7.453,1.161,4.668
00:21:41,7.512,1.161,4.609
00:21:36,7.500,1.161,4.597
00:21:31,7.488,1.185,4.550
00:21:26,7.441,1.185,4.183
00:21:21,7.512,1.197,4.538
00:21:16,7.512,1.209,4.491
00:21:11,7.512,1.209,4.491
00:21:06,7.512,1.173,4.266
00:21:01,7.512,1.197,4.491
00:20:56,7.524,1.173,4.514
00:20:51,7.500,1.173,4.514
00:20:46,7.477,1.185,4.503
00:20:41,7.500,1.209,4.467
00:20:36,7.500,1.173,4.514
00:20:31,7.524,1.149,4.574
00:20:26,7.488,1.161,4.431
00:20:21,7.500,1.161,4.562
00:20:16,7.488,1.173,4.585
00:20:11,7.512,1.149,4.633
00:20:06,7.524,1.137,4.692
00:20:01,7.488,1.126,4.680
00:19:56,7.524,1.126,4.680
00:19:51,7.488,1.114,4.550
00:19:46,7.500,1.114,4.811
00:19:41,7.488,1.078,4.799
00:19:36,7.524,1.090,4.882
00:19:31,7.477,1.078,4.728
00:19:26,7.500,1.090,4.822
00:19:21,7.512,1.102,4.763
00:19:16,7.512,1.102,4.751
00:19:11,7.477,1.102,4.799
00:19:06,7.453,1.114,4.254
00:19:01,7.512,1.114,4.763
00:18:56,7.500,1.114,4.716
00:18:51,7.465,1.126,4.633
00:18:46,7.500,1.137,4.420
00:18:41,7.536,1.149,4.621
00:18:36,7.512,1.161,4.621
00:18:31,7.500,1.161,4.503
00:18:26,7.488,1.149,4.633
00:18:21,7.524,1.149,4.680
00:18:16,7.512,1.126,4.657
00:18:11,7.500,1.126,4.716
00:18:06,7.488,1.114,4.692
00:18:01,7.465,1.126,4.739
00:17:56,7.500,1.114,4.811
00:17:51,7.500,1.114,4.787
00:17:46,7.477,1.090,4.787
00:17:41,7.500,1.090,4.621
00:17:36,7.488,1.090,4.894
00:17:31,7.524,1.090,4.846
