updated,,,A2,A3,A4,A5
03:59:17,2.131,0.000,3.060,2.864,0.313,2.507
03:59:12,2.141,0.000,3.055,2.854,0.313,2.375
03:59:07,2.195,0.000,3.045,2.864,0.313,2.542
03:59:02,2.175,0.000,3.055,2.849,0.313,2.600
03:58:57,2.190,0.000,3.055,2.854,0.313,2.527
03:58:52,2.141,0.000,3.050,2.874,0.308,2.488
03:58:47,2.146,0.000,3.055,2.869,0.313,2.571
03:58:42,2.165,0.000,3.050,2.854,0.313,2.571
03:58:37,2.151,0.000,3.055,2.854,0.313,2.561
03:58:32,2.190,0.000,3.055,2.864,0.308,2.576
03:58:27,2.195,0.000,3.065,2.869,0.308,2.551
03:58:22,2.234,0.000,3.050,2.869,0.308,2.605
03:58:17,2.102,0.000,3.065,2.864,0.308,2.581
03:58:12,2.160,0.000,3.050,2.849,0.308,2.581
03:58:07,2.185,0.000,3.045,2.864,0.308,2.590
03:58:02,2.248,0.000,3.050,2.864,0.303,2.556
03:57:57,2.204,0.000,3.060,2.864,0.313,2.590
03:57:52,2.234,0.000,3.065,2.864,0.303,2.576
03:57:47,2.322,0.000,3.055,2.854,0.303,2.586
03:57:42,2.155,0.000,3.045,2.854,0.303,2.561
03:57:37,2.312,0.000,3.065,2.869,0.303,2.576
03:57:32,2.170,0.000,3.055,2.864,0.303,2.586
03:57:27,2.185,0.000,3.069,2.859,0.308,2.590
03:57:22,2.219,0.000,3.050,2.869,0.303,2.542
03:57:17,2.195,0.000,3.060,2.849,0.303,2.556
03:57:12,2.268,0.000,3.065,2.849,0.303,2.380
03:57:07,2.195,0.000,3.060,2.869,0.298,2.576
03:57:02,2.243,0.000,3.060,2.859,0.303,2.571
03:56:57,2.165,0.000,3.040,2.854,0.303,2.551
03:56:52,2.136,0.000,3.050,2.854,0.298,2.468
03:56:47,2.239,0.000,3.069,2.854,0.303,2.527
03:56:42,2.307,0.000,3.065,2.864,0.303,2.551
03:56:37,2.224,0.000,3.040,2.864,0.303,2.542
03:56:32,2.165,0.000,3.055,2.849,0.293,2.493
03:56:27,1.999,0.000,3.045,2.849,0.298,2.312
03:56:22,2.160,0.000,3.050,2.869,0.298,2.566
03:56:17,2.297,0.000,3.045,2.859,0.303,2.522
03:56:12,2.185,0.000,3.040,2.864,0.288,2.542
03:56:07,2.092,0.000,3.040,2.849,0.303,2.458
03:56:02,2.121,0.000,3.055,2.854,0.298,2.517
03:55:57,2.170,0.000,3.060,2.869,0.298,2.561
03:55:52,2.214,0.000,3.050,2.869,0.288,2.537
03:55:47,2.278,0.000,3.050,2.859,0.303,2.527
03:55:42,2.278,0.000,3.050,2.854,0.298,2.546
03:55:37,2.204,0.000,3.050,2.854,0.298,2.542
03:55:32,2.151,0.000,3.050,2.864,0.303,2.542
03:55:27,2.160,0.000,3.060,2.859,0.298,2.532
03:55:22,2.067,0.000,3.069,2.859,0.298,2.434
03:55:17,2.111,0.000,3.050,2.854,0.298,2.581
03:55:12,2.219,0.000,3.045,2.859,0.303,2.546
03:55:07,2.185,0.000,3.055,2.859,0.303,2.561
03:55:02,2.224,0.000,3.065,2.859,0.288,2.532
03:54:57,2.151,0.000,3.069,2.859,0.293,2.556
03:54:52,2.292,0.000,3.060,2.854,0.293,2.586
03:54:47,2.209,0.000,3.045,2.859,0.283,2.556
03:54:42,2.170,0.000,3.050,2.854,0.288,2.581
03:54:37,2.322,0.000,3.069,2.864,0.288,2.522
03:54:32,2.155,0.000,3.069,2.859,0.293,2.458
03:54:27,2.219,0.000,3.055,2.864,0.288,2.586
03:54:22,2.185,0.000,3.050,2.854,0.283,2.610
03:54:17,2.195,0.000,3.065,2.874,0.293,2.576
03:54:12,2.175,0.000,3.055,2.864,0.279,2.488
03:54:07,2.146,0.000,3.050,2.864,0.288,2.586
03:54:02,2.141,0.000,3.045,2.864,0.293,2.566
03:53:57,2.312,0.000,3.055,2.859,0.288,2.605
03:53:52,2.214,0.000,3.060,2.859,0.288,2.537
03:53:47,2.160,0.000,3.065,2.864,0.288,2.434
03:53:42,2.175,0.000,3.060,2.869,0.298,2.605
03:53:37,2.219,0.000,3.055,2.869,0.298,2.605
03:53:32,2.229,0.000,3.050,2.854,0.288,2.586
03:53:27,2.190,0.000,3.050,2.845,0.293,2.527
03:53:22,2.170,0.000,3.060,2.869,0.288,2.434
03:53:17,2.214,0.000,3.050,2.864,0.293,2.590
03:53:12,2.180,0.000,3.060,2.864,0.293,2.615
03:53:07,2.107,0.000,3.060,2.849,0.288,2.561
03:53:02,2.253,0.000,3.050,2.840,0.298,2.571
03:52:57,2.263,0.000,3.065,2.864,0.298,2.610
03:52:52,2.239,0.000,3.045,2.869,0.298,2.590
03:52:47,2.175,0.000,3.060,2.864,0.298,2.546
03:52:42,2.219,0.000,3.060,2.849,0.298,2.581
03:52:37,2.219,0.000,3.050,2.859,0.303,2.644
03:52:32,2.341,0.000,3.065,2.874,0.293,2.625
03:52:27,2.336,0.000,3.060,2.864,0.288,2.590
03:52:22,2.199,0.000,3.050,2.854,0.298,2.610
03:52:17,2.092,0.000,3.060,2.859,0.303,2.600
03:52:12,2.239,0.000,3.050,2.859,0.303,2.590
03:52:07,2.307,0.000,3.050,2.869,0.303,2.581
03:52:02,2.185,0.000,3.060,2.864,0.298,2.546
03:51:57,2.155,0.000,3.065,2.859,0.288,2.576
03:51:52,2.048,0.000,3.045,2.854,0.293,2.370
03:51:47,2.253,0.000,3.050,2.854,0.288,2.595
03:51:42,2.214,0.000,3.055,2.869,0.293,2.586
03:51:37,2.180,0.000,3.065,2.859,0.288,2.595
03:51:32,2.155,0.000,3.065,2.854,0.293,2.605
03:51:27,2.273,0.000,3.050,2.859,0.293,2.590
03:51:22,2.155,0.000,3.065,2.869,0.293,2.605
03:51:17,2.190,0.000,3.055,2.859,0.293,2.600
03:51:12,2.322,0.000,3.060,2.859,0.293,2.581
03:51:07,2.234,0.000,3.069,2.854,0.288,2.429
03:51:02,2.322,0.000,3.055,2.859,0.279,2.595
03:50:57,2.234,0.000,3.055,2.859,0.293,2.595
03:50:52,2.253,0.000,3.065,2.869,0.293,2.546
03:50:47,2.243,0.000,3.050,2.859,0.293,2.527
03:50:42,2.302,0.000,3.055,2.864,0.293,2.576
03:50:37,2.219,0.000,3.055,2.854,0.293,2.586
03:50:32,2.273,0.000,3.040,2.864,0.293,2.556
03:50:27,2.273,0.000,3.050,2.864,0.293,2.537
03:50:22,2.185,0.000,3.055,2.845,0.279,2.561
03:50:17,2.243,0.000,3.055,2.869,0.293,2.576
03:50:12,2.219,0.000,3.045,2.864,0.293,2.561
03:50:07,2.175,0.000,3.050,2.859,0.288,2.571
03:50:02,2.204,0.000,3.045,2.859,0.279,2.551
03:49:57,2.038,0.000,3.050,2.859,0.293,2.586
03:49:52,2.199,0.000,3.055,2.869,0.288,2.576
03:49:47,2.141,0.000,3.045,2.864,0.298,2.537
03:49:42,2.146,0.000,3.055,2.854,0.288,2.556
03:49:37,2.082,0.000,3.060,2.854,0.298,2.405
03:49:32,2.190,0.000,3.055,2.869,0.288,2.576
03:49:27,2.209,0.000,3.055,2.859,0.288,2.542
03:49:22,2.170,0.000,3.055,2.869,0.288,2.546
03:49:17,2.107,0.000,3.050,2.854,0.288,2.561
03:49:12,2.302,0.000,3.060,2.845,0.288,2.512
03:49:07,2.229,0.000,3.055,2.869,0.288,2.571
03:49:02,2.258,0.000,3.065,2.879,0.288,2.654
03:48:57,2.224,0.000,3.055,2.864,0.293,2.537
03:48:52,2.312,0.000,3.050,2.859,0.293,2.473
03:48:47,2.175,0.000,3.060,2.840,0.293,2.336
03:48:42,2.155,0.000,3.060,2.869,0.303,2.527
03:48:37,2.141,0.000,3.055,2.859,0.303,2.537
03:48:32,2.151,0.000,3.055,2.869,0.303,2.502
03:48:27,2.195,0.000,3.060,2.864,0.303,2.361
03:48:22,2.273,0.000,3.060,2.869,0.298,2.576
03:48:17,2.229,0.000,3.050,2.869,0.293,2.551
03:48:12,2.253,0.000,3.050,2.869,0.298,2.576
03:48:07,2.185,0.000,3.060,2.869,0.293,2.473
03:48:02,2.160,0.000,3.055,2.835,0.298,2.537
03:47:57,2.229,0.000,3.045,2.859,0.298,2.595
03:47:52,2.268,0.000,3.065,2.859,0.303,2.405
03:47:47,2.141,0.000,3.060,2.874,0.303,2.576
03:47:42,2.268,0.000,3.060,2.864,0.303,2.478
03:47:37,2.234,0.000,3.050,2.864,0.303,2.566
03:47:32,2.219,0.000,3.045,2.859,0.298,2.581
03:47:27,2.336,0.000,3.060,2.869,0.293,2.581
03:47:22,2.180,0.000,3.060,2.854,0.293,2.551
03:47:17,2.336,0.000,3.045,2.854,0.288,2.571
03:47:12,2.199,0.000,3.045,2.869,0.293,2.581
03:47:07,2.199,0.000,3.065,2.854,0.288,2.542
03:47:02,2.165,0.000,3.055,2.854,0.293,2.522
03:46:57,2.278,0.000,3.065,2.849,0.288,2.522
03:46:52,2.175,0.000,3.055,2.864,0.298,2.561
03:46:47,2.199,0.000,3.045,2.849,0.293,2.683
03:46:42,2.336,0.000,3.055,2.835,0.288,2.434
03:46:37,2.097,0.000,3.065,2.859,0.293,2.698
03:46:32,2.131,0.000,3.055,2.845,0.293,2.488
03:46:27,2.185,0.000,3.055,2.869,0.293,2.620
03:46:22,2.346,0.000,3.045,2.859,0.288,2.595
03:46:17,2.258,0.000,3.065,2.864,0.298,2.586
03:46:12,2.195,0.000,3.060,2.864,0.298,2.507
03:46:07,2.067,0.000,3.055,2.835,0.293,2.532
03:46:02,2.185,0.000,3.065,2.859,0.293,2.566
03:45:57,2.175,0.000,3.060,2.869,0.298,2.605
03:45:52,2.165,0.000,3.050,2.864,0.288,2.571
03:45:48,2.214,0.000,3.055,2.854,0.293,2.434
03:45:42,2.170,0.000,3.069,2.845,0.293,2.561
03:45:37,2.219,0.000,3.060,2.864,0.293,2.546
03:45:32,2.195,0.000,3.055,2.854,0.293,2.605
03:45:27,2.258,0.000,3.065,2.849,0.293,2.527
03:45:22,2.234,0.000,3.069,2.849,0.293,2.683
03:45:17,2.107,0.000,3.055,2.859,0.293,2.683
03:45:12,2.180,0.000,3.069,2.879,0.288,2.698
03:45:07,2.136,0.000,3.040,2.854,0.288,2.468
03:45:02,2.028,0.000,3.055,2.849,0.293,2.571
03:44:57,2.195,0.000,3.050,2.859,0.293,2.424
03:44:52,2.258,0.000,3.050,2.869,0.293,2.600
03:44:47,2.224,0.000,3.055,2.874,0.298,2.566
03:44:42,2.199,0.000,3.055,2.864,0.288,2.566
03:44:37,2.195,0.000,3.050,2.840,0.303,2.610
03:44:32,2.185,0.000,3.060,2.859,0.303,2.586
03:44:27,2.253,0.000,3.060,2.859,0.303,2.468
03:44:22,2.239,0.000,3.060,2.869,0.308,2.581
03:44:17,2.155,0.000,3.050,2.864,0.308,2.473
03:44:12,2.180,0.000,3.065,2.859,0.308,2.229
03:44:07,2.331,0.000,3.065,2.835,0.298,2.610
03:44:02,2.331,0.000,3.060,2.864,0.308,2.659
03:43:57,2.204,0.000,3.055,2.859,0.303,2.610
03:43:52,2.160,0.000,3.055,2.849,0.303,2.595
03:43:47,2.151,0.000,3.050,2.840,0.288,2.546
03:43:42,2.273,0.000,3.050,2.874,0.298,2.610
03:43:37,2.326,0.000,3.065,2.874,0.298,2.586
03:43:32,2.199,0.000,3.065,2.854,0.288,2.581
03:43:27,2.253,0.000,3.065,2.840,0.288,2.527
03:43:22,2.214,0.000,3.045,2.854,0.298,2.590
03:43:17,2.253,0.000,3.045,2.859,0.293,2.595
03:43:12,2.312,0.000,3.050,2.864,0.298,2.571
03:43:07,2.170,0.000,3.055,2.854,0.293,2.581
03:43:02,2.180,0.000,3.065,2.835,0.293,2.380
03:42:57,2.199,0.000,3.050,2.854,0.288,2.600
03:42:52,2.234,0.000,3.055,2.864,0.298,2.605
03:42:47,2.190,0.000,3.050,2.859,0.298,2.556
03:42:42,2.234,0.000,3.060,2.849,0.288,2.468
03:42:37,2.239,0.000,3.069,2.840,0.298,2.341
03:42:32,2.331,0.000,3.060,2.859,0.303,2.586
03:42:27,2.072,0.000,3.040,2.854,0.298,2.586
03:42:22,2.219,0.000,3.060,2.874,0.303,2.517
03:42:17,2.219,0.000,3.055,2.840,0.303,2.571
03:42:12,2.239,0.000,3.055,2.830,0.303,2.600
03:42:07,2.190,0.000,3.040,2.859,0.303,2.600
03:42:02,2.322,0.000,3.055,2.859,0.298,2.566
03:41:57,2.292,0.000,3.065,2.864,0.298,2.532
03:41:52,2.107,0.000,3.060,2.869,0.293,2.581
03:41:47,2.175,0.000,3.045,2.864,0.288,2.615
03:41:42,2.326,0.000,3.055,2.864,0.298,2.590
03:41:37,2.180,0.000,3.045,2.854,0.298,2.556
03:41:32,2.258,0.000,3.060,2.845,0.293,2.625
03:41:27,2.160,0.000,3.055,2.864,0.293,2.625
03:41:22,2.253,0.000,3.055,2.859,0.293,2.605
03:41:17,2.239,0.000,3.055,2.864,0.288,2.566
03:41:12,2.361,0.000,3.079,2.869,0.288,2.537
03:41:07,2.199,0.000,3.055,2.859,0.298,2.610
03:41:02,2.199,0.000,3.050,2.869,0.303,2.610
03:40:57,2.253,0.000,3.055,2.869,0.298,2.590
03:40:52,2.199,0.000,3.045,2.859,0.298,2.556
03:40:47,2.273,0.000,3.055,2.864,0.288,2.488
03:40:42,2.336,0.000,3.055,2.869,0.298,2.615
03:40:37,2.278,0.000,3.060,2.869,0.288,2.615
03:40:32,2.209,0.000,3.060,2.869,0.293,2.620
03:40:27,2.224,0.000,3.055,2.854,0.293,2.566
03:40:22,2.141,0.000,3.069,2.859,0.293,2.439
03:40:17,2.258,0.000,3.065,2.869,0.283,2.576
03:40:12,2.234,0.000,3.060,2.864,0.293,2.639
03:40:07,2.239,0.000,3.060,2.864,0.283,2.571
03:40:02,2.136,0.000,3.060,2.849,0.283,2.424
03:39:57,2.116,0.000,3.055,2.854,0.274,2.630
03:39:52,2.375,0.000,3.050,2.869,0.283,2.639
03:39:47,2.341,0.000,3.060,2.864,0.283,2.639
03:39:42,2.424,0.000,3.055,2.864,0.283,2.615
03:39:37,2.185,0.000,3.055,2.845,0.279,2.454
03:39:32,2.351,0.000,3.045,2.859,0.283,2.639
03:39:27,2.283,0.000,3.055,2.854,0.283,2.625
03:39:22,2.199,0.000,3.050,2.859,0.283,2.571
03:39:17,2.214,0.000,3.069,2.854,0.283,2.542
03:39:12,2.239,0.000,3.069,2.840,0.288,2.586
03:39:07,2.224,0.000,3.055,2.859,0.279,2.581
03:39:02,2.199,0.000,3.060,2.859,0.283,2.610
03:38:57,2.234,0.000,3.045,2.874,0.279,2.395
03:38:52,2.248,0.000,3.055,2.845,0.283,2.630
03:38:47,2.175,0.000,3.060,2.869,0.283,2.595
03:38:42,2.209,0.000,3.040,2.864,0.283,2.605
03:38:37,2.204,0.000,3.060,2.869,0.283,2.625
03:38:32,2.219,0.000,3.060,2.849,0.283,2.595
03:38:27,2.160,0.000,3.069,2.845,0.283,2.405
03:38:22,2.346,0.000,3.055,2.854,0.283,2.590
03:38:17,2.214,0.000,3.055,2.859,0.283,2.615
03:38:12,2.312,0.000,3.060,2.859,0.283,2.561
03:38:07,2.146,0.000,3.050,2.849,0.283,2.517
03:38:02,2.214,0.000,3.060,2.869,0.283,2.615
03:37:57,2.234,0.000,3.050,2.869,0.293,2.590
03:37:52,2.346,0.000,3.050,2.864,0.288,2.571
03:37:47,2.224,0.000,3.050,2.840,0.293,2.590
03:37:42,2.165,0.000,3.065,2.869,0.283,2.610
03:37:37,2.312,0.000,3.055,2.874,0.293,2.586
03:37:32,2.253,0.000,3.055,2.864,0.293,2.581
03:37:27,2.239,0.000,3.050,2.849,0.293,2.586
03:37:22,2.239,0.000,3.055,2.845,0.293,2.566
03:37:17,2.341,0.000,3.060,2.864,0.293,2.590
03:37:12,2.195,0.000,3.060,2.874,0.293,2.586
03:37:07,2.312,0.000,3.060,2.854,0.288,2.586
03:37:02,2.229,0.000,3.050,2.859,0.293,2.576
03:36:57,2.160,0.000,3.060,2.859,0.293,2.581
03:36:52,2.331,0.000,3.060,2.869,0.288,2.566
03:36:47,2.175,0.000,3.065,2.869,0.288,2.586
03:36:42,2.224,0.000,3.055,2.869,0.288,2.576
03:36:37,2.322,0.000,3.045,2.859,0.293,2.595
03:36:32,2.243,0.000,3.055,2.859,0.288,2.561
03:36:27,2.190,0.000,3.045,2.869,0.288,2.586
03:36:22,2.180,0.000,3.060,2.864,0.288,2.605
03:36:17,2.180,0.000,3.055,2.864,0.283,2.586
03:36:12,2.146,0.000,3.050,2.864,0.293,2.576
03:36:07,2.185,0.000,3.060,2.849,0.293,2.576
03:36:02,2.155,0.000,3.065,2.869,0.293,2.576
03:35:57,2.322,0.000,3.055,2.869,0.288,2.595
03:35:52,2.204,0.000,3.055,2.869,0.293,2.586
03:35:47,2.180,0.000,3.060,2.859,0.288,2.493
03:35:42,2.072,0.000,3.055,2.859,0.288,2.356
03:35:37,2.214,0.000,3.050,2.859,0.293,2.576
03:35:32,2.253,0.000,3.065,2.869,0.288,2.576
03:35:27,2.165,0.000,3.065,2.874,0.288,2.605
03:35:22,2.126,0.000,3.045,2.849,0.283,2.493
03:35:17,2.092,0.000,3.050,2.859,0.283,2.317
03:35:12,2.253,0.000,3.050,2.849,0.283,2.605
03:35:07,2.258,0.000,3.060,2.869,0.283,2.610
03:35:02,2.248,0.000,3.055,2.864,0.283,2.566
03:34:57,2.160,0.000,3.060,2.835,0.283,2.634
03:34:52,2.204,0.000,3.050,2.859,0.283,2.576
03:34:47,2.199,0.000,3.065,2.874,0.279,2.615
03:34:42,2.229,0.000,3.060,2.864,0.283,2.595
03:34:37,2.234,0.000,3.055,2.854,0.283,2.576
03:34:32,2.165,0.000,3.065,2.864,0.283,2.615
03:34:27,2.204,0.000,3.055,2.864,0.288,2.615
03:34:22,2.180,0.000,3.050,2.859,0.283,2.586
03:34:17,2.214,0.000,3.065,2.854,0.283,2.522
03:34:12,2.141,0.000,3.055,2.835,0.283,2.595
03:34:07,2.185,0.000,3.060,2.874,0.283,2.600
03:34:02,2.195,0.000,3.055,2.859,0.279,2.595
03:33:57,2.195,0.000,3.050,2.849,0.293,2.590
03:33:52,2.072,0.000,3.069,2.835,0.288,2.463
03:33:47,2.146,0.000,3.050,2.859,0.283,2.581
03:33:42,2.317,0.000,3.050,2.859,0.288,2.615
03:33:37,2.307,0.000,3.050,2.859,0.293,2.600
03:33:32,2.287,0.000,3.060,2.859,0.288,2.590
03:33:27,2.170,0.000,3.055,2.864,0.293,2.439
03:33:22,2.239,0.000,3.060,2.859,0.293,2.600
03:33:17,2.253,0.000,3.055,2.854,0.283,2.630
03:33:12,2.258,0.000,3.055,2.859,0.279,2.590
03:33:07,2.199,0.000,3.050,2.854,0.283,2.600
03:33:02,2.067,0.000,3.060,2.845,0.288,2.620
03:32:57,2.239,0.000,3.050,2.869,0.279,2.625
03:32:52,2.380,0.000,3.055,2.859,0.279,2.639
03:32:47,2.331,0.000,3.060,2.864,0.283,2.595
03:32:42,2.214,0.000,3.045,2.835,0.279,2.595
03:32:37,2.214,0.000,3.060,2.874,0.283,2.654
03:32:32,2.243,0.000,3.065,2.874,0.283,2.639
03:32:27,2.292,0.000,3.065,2.859,0.288,2.625
03:32:22,2.190,0.000,3.055,2.859,0.283,2.502
03:32:17,2.204,0.000,3.045,2.854,0.283,2.634
03:32:12,2.273,0.000,3.050,2.864,0.283,2.634
03:32:07,2.258,0.024,3.060,2.869,0.283,2.630
03:32:02,2.292,0.000,3.060,2.859,0.288,2.600
03:31:57,2.224,0.000,3.060,2.840,0.283,2.644
03:31:52,2.263,0.000,3.045,2.869,0.279,2.610
03:31:47,2.253,0.000,3.055,2.874,0.279,2.649
03:31:42,2.273,0.000,3.050,2.864,0.283,2.630
03:31:37,2.224,0.000,3.055,2.849,0.279,2.605
03:31:32,2.204,0.000,3.060,2.840,0.283,2.634
03:31:27,2.224,0.000,3.050,2.859,0.279,2.615
03:31:22,2.239,0.000,3.065,2.869,0.283,2.605
03:31:17,2.248,0.000,3.069,2.840,0.279,2.659
03:31:12,2.273,0.000,3.060,2.854,0.283,2.644
03:31:07,2.224,0.000,3.050,2.859,0.274,2.620
03:31:02,2.361,0.000,3.055,2.859,0.283,2.634
03:30:57,2.292,0.000,3.055,2.864,0.283,2.639
03:30:52,2.385,0.000,3.055,2.864,0.283,2.630
03:30:47,2.229,0.000,3.060,2.845,0.283,2.458
03:30:42,2.351,0.000,3.045,2.864,0.274,2.625
03:30:37,2.297,0.000,3.050,2.864,0.279,2.654
03:30:32,2.170,0.000,3.060,2.869,0.283,2.644
03:30:27,2.195,0.000,3.065,2.849,0.279,2.561
03:30:22,2.195,0.000,3.060,2.830,0.283,2.405
03:30:17,2.268,0.000,3.055,2.869,0.283,2.654
03:30:12,2.214,0.000,3.050,2.859,0.274,2.620
03:30:07,2.214,0.000,3.065,2.869,0.279,2.595
03:30:02,2.302,0.000,3.069,2.849,0.283,2.630
03:29:57,2.351,0.000,3.065,2.864,0.274,2.625
03:29:52,2.366,0.000,3.055,2.859,0.279,2.620
03:29:47,2.287,0.000,3.055,2.864,0.279,2.581
03:29:42,2.243,0.000,3.055,2.849,0.279,2.625
03:29:37,2.361,0.000,3.060,2.864,0.283,2.649
03:29:32,2.331,0.000,3.055,2.869,0.279,2.620
03:29:27,2.229,0.000,3.050,2.869,0.283,2.590
03:29:22,2.322,0.000,3.050,2.859,0.279,2.625
03:29:17,2.297,0.000,3.050,2.859,0.279,2.605
03:29:12,2.268,0.000,3.065,2.864,0.279,2.600
03:29:07,2.341,0.000,3.055,2.874,0.279,2.600
03:29:02,2.243,0.000,3.060,2.864,0.279,2.566
03:28:57,2.224,0.000,3.055,2.845,0.274,2.581
03:28:52,2.204,0.000,3.055,2.864,0.283,2.605
03:28:47,2.195,0.000,3.065,2.864,0.279,2.595
03:28:42,2.204,0.000,3.060,2.869,0.279,2.590
03:28:37,2.326,0.000,3.060,2.849,0.283,2.595
03:28:32,2.336,0.000,3.055,2.849,0.279,2.571
03:28:27,2.341,0.000,3.055,2.859,0.279,2.595
03:28:22,2.307,0.000,3.065,2.874,0.283,2.586
03:28:17,2.307,0.000,3.065,2.864,0.283,2.610
03:28:12,2.175,0.000,3.060,2.845,0.283,2.556
03:28:07,2.322,0.000,3.060,2.830,0.283,2.542
03:28:02,2.209,0.000,3.050,2.859,0.279,2.590
03:27:57,2.239,0.000,3.060,2.869,0.283,2.625
03:27:52,2.160,0.000,3.055,2.864,0.283,2.600
03:27:47,2.141,0.000,3.065,2.869,0.283,2.483
03:27:42,2.287,0.000,3.045,2.859,0.283,2.605
03:27:37,2.351,0.000,3.050,2.864,0.283,2.581
03:27:32,2.209,0.000,3.069,2.869,0.283,2.581
03:27:27,2.346,0.000,3.055,2.874,0.283,2.595
03:27:22,2.199,0.000,3.050,2.869,0.283,2.586
03:27:17,2.165,0.000,3.045,2.864,0.283,2.561
03:27:12,2.180,0.000,3.060,2.869,0.283,2.586
03:27:07,2.239,0.000,3.050,2.859,0.288,2.576
03:27:02,2.248,0.000,3.060,2.874,0.283,2.586
03:26:57,2.199,0.000,3.050,2.864,0.279,2.600
03:26:52,2.336,0.000,3.050,2.864,0.283,2.532
03:26:47,2.204,0.000,3.055,2.859,0.274,2.498
03:26:42,2.204,0.000,3.065,2.864,0.279,2.581
03:26:37,2.253,0.000,3.065,2.869,0.283,2.630
03:26:32,2.180,0.000,3.065,2.869,0.274,2.610
03:26:27,2.126,0.000,3.065,2.874,0.269,2.576
03:26:22,2.082,0.000,3.055,2.840,0.279,2.625
03:26:17,2.146,0.000,3.050,2.869,0.283,2.605
03:26:12,2.341,0.000,3.060,2.869,0.283,2.630
03:26:07,2.175,0.000,3.055,2.864,0.283,2.605
03:26:02,2.097,0.000,3.050,2.869,0.283,2.483
03:25:57,2.292,0.000,3.060,2.864,0.279,2.610
03:25:52,2.258,0.000,3.055,2.864,0.279,2.620
03:25:47,2.195,0.000,3.055,2.869,0.279,2.590
03:25:42,2.199,0.000,3.060,2.854,0.279,2.532
03:25:37,2.195,0.000,3.065,2.854,0.279,2.600
03:25:32,2.263,0.000,3.055,2.859,0.279,2.595
03:25:27,2.346,0.000,3.065,2.874,0.269,2.590
03:25:22,2.248,0.000,3.065,2.864,0.283,2.600
03:25:17,2.141,0.000,3.060,2.854,0.283,2.527
03:25:12,2.038,0.000,3.055,2.849,0.279,2.424
03:25:07,2.170,0.000,3.045,2.864,0.283,2.576
03:25:02,2.356,0.000,3.069,2.869,0.283,2.586
03:24:57,2.243,0.000,3.065,2.854,0.283,2.571
03:24:52,2.331,0.000,3.060,2.864,0.283,2.507
03:24:47,2.302,0.000,3.050,2.864,0.283,2.561
03:24:42,2.190,0.000,3.055,2.854,0.283,2.590
03:24:37,2.239,0.000,3.055,2.869,0.283,2.576
03:24:32,2.175,0.000,3.060,2.864,0.283,2.605
03:24:27,2.341,0.000,3.104,2.874,0.283,2.605
03:24:22,2.195,0.000,3.060,2.864,0.283,2.586
03:24:17,2.204,0.000,3.045,2.840,0.283,2.512
03:24:12,2.092,0.000,3.065,2.859,0.283,2.590
03:24:07,2.253,0.000,3.055,2.864,0.283,2.615
03:24:02,2.292,0.000,3.060,2.874,0.279,2.595
03:23:57,2.214,0.000,3.055,2.864,0.283,2.590
03:23:52,2.190,0.000,3.050,2.845,0.283,2.458
03:23:47,2.224,0.000,3.050,2.864,0.279,2.595
03:23:42,2.317,0.000,3.065,2.874,0.283,2.600
03:23:37,2.234,0.000,3.055,2.869,0.293,2.625
03:23:32,2.224,0.000,3.069,2.864,0.283,2.610
03:23:27,2.175,0.000,3.065,2.845,0.279,2.600
03:23:22,2.370,0.000,3.050,2.864,0.283,2.620
03:23:17,2.366,0.000,3.055,2.869,0.283,2.644
03:23:12,2.361,0.000,3.060,2.869,0.283,2.605
03:23:07,2.185,0.000,3.050,2.845,0.283,2.610
03:23:02,2.312,0.000,3.055,2.840,0.283,2.590
03:22:57,2.258,0.000,3.050,2.854,0.283,2.610
03:22:52,2.317,0.000,3.065,2.869,0.279,2.605
03:22:47,2.214,0.000,3.065,2.849,0.279,2.600
03:22:42,2.185,0.000,3.060,2.849,0.279,2.630
03:22:37,2.224,0.000,3.060,2.859,0.279,2.620
03:22:32,2.287,0.000,3.055,2.859,0.279,2.620
03:22:27,2.302,0.000,3.065,2.869,0.279,2.595
03:22:22,2.175,0.000,3.060,2.859,0.274,2.561
03:22:17,2.107,0.000,3.069,2.859,0.274,2.385
03:22:12,2.336,0.000,3.050,2.859,0.279,2.625
03:22:07,2.361,0.000,3.045,2.854,0.274,2.620
03:22:02,2.258,0.000,3.060,2.869,0.274,2.532
03:21:57,2.072,0.000,3.055,2.840,0.269,2.473
03:21:52,2.190,0.000,3.050,2.854,0.274,2.610
03:21:47,2.214,0.000,3.060,2.864,0.279,2.605
03:21:42,2.263,0.000,3.050,2.854,0.279,2.590
03:21:37,2.195,0.000,3.060,2.874,0.274,2.590
03:21:32,2.268,0.000,3.060,2.869,0.283,2.625
03:21:27,2.229,0.000,3.050,2.869,0.283,2.620
03:21:22,2.331,0.000,3.055,2.864,0.279,2.605
03:21:17,2.155,0.000,3.045,2.859,0.279,2.576
03:21:12,2.151,0.000,3.069,2.859,0.283,2.390
03:21:07,2.351,0.000,3.060,2.864,0.283,2.615
03:21:02,2.283,0.000,3.060,2.869,0.279,2.610
03:20:57,2.341,0.000,3.060,2.859,0.274,2.600
03:20:52,2.297,0.000,3.050,2.854,0.274,2.512
03:20:47,2.239,0.000,3.050,2.859,0.274,2.370
03:20:42,2.185,0.000,3.055,2.864,0.279,2.620
03:20:37,2.258,0.000,3.060,2.859,0.279,2.649
03:20:32,2.214,0.000,3.060,2.864,0.283,2.620
